"Year","Area_type","Area_code","Area_description","Ethnic_group_total_responses_code","Ethnic_group_total_responses_description","Census_usually_resident_population_count","Ethnic_group_total_responses_percent"
2018,"Statistical Area 2","102200","Lake Manuwai-Kapiro","4","Asian","69","  3.2"
2018,"Statistical Area 2","102200","Lake Manuwai-Kapiro","5","Middle Eastern/Latin American/African","6","  0.3"
2018,"Statistical Area 2","102200","Lake Manuwai-Kapiro","6","Other ethnicity","30","  1.4"
2018,"Statistical Area 2","102200","Lake Manuwai-Kapiro","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","102200","Lake Manuwai-Kapiro","Total","Total","2133",".."
2018,"Statistical Area 2","102200","Lake Manuwai-Kapiro","Total stated","Total stated","2133","100.0"
2018,"Statistical Area 2","102300","Okaihau","1","European","933"," 75.5"
2018,"Statistical Area 2","102300","Okaihau","2","Maori","459"," 37.1"
2018,"Statistical Area 2","102300","Okaihau","3","Pacific peoples","57","  4.6"
2018,"Statistical Area 2","102300","Okaihau","4","Asian","15","  1.2"
2018,"Statistical Area 2","102300","Okaihau","5","Middle Eastern/Latin American/African","0","  0.0"
2018,"Statistical Area 2","102300","Okaihau","6","Other ethnicity","18","  1.5"
2018,"Statistical Area 2","102300","Okaihau","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","102300","Okaihau","Total","Total","1236",".."
2018,"Statistical Area 2","102300","Okaihau","Total stated","Total stated","1236","100.0"
2018,"Statistical Area 2","102400","Rangitane-Purerua","1","European","1185"," 78.7"
2018,"Statistical Area 2","102400","Rangitane-Purerua","2","Maori","459"," 30.5"
2018,"Statistical Area 2","102400","Rangitane-Purerua","3","Pacific peoples","33","  2.2"
2018,"Statistical Area 2","102400","Rangitane-Purerua","4","Asian","18","  1.2"
2018,"Statistical Area 2","102400","Rangitane-Purerua","5","Middle Eastern/Latin American/African","12","  0.8"
2018,"Statistical Area 2","102400","Rangitane-Purerua","6","Other ethnicity","15","  1.0"
2018,"Statistical Area 2","102400","Rangitane-Purerua","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","102400","Rangitane-Purerua","Total","Total","1506",".."
2018,"Statistical Area 2","102400","Rangitane-Purerua","Total stated","Total stated","1506","100.0"
2018,"Statistical Area 2","102500","Waipapa","1","European","750"," 86.2"
2018,"Statistical Area 2","102500","Waipapa","2","Maori","207"," 23.8"
2018,"Statistical Area 2","102500","Waipapa","3","Pacific peoples","24","  2.8"
2018,"Statistical Area 2","102500","Waipapa","4","Asian","39","  4.5"
2018,"Statistical Area 2","102500","Waipapa","5","Middle Eastern/Latin American/African","9","  1.0"
2018,"Statistical Area 2","102500","Waipapa","6","Other ethnicity","9","  1.0"
2018,"Statistical Area 2","102500","Waipapa","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","102500","Waipapa","Total","Total","870",".."
2018,"Statistical Area 2","102500","Waipapa","Total stated","Total stated","870","100.0"
2018,"Statistical Area 2","102600","Puketotara","1","European","1503"," 89.6"
2018,"Statistical Area 2","102600","Puketotara","2","Maori","276"," 16.5"
2018,"Statistical Area 2","102600","Puketotara","3","Pacific peoples","45","  2.7"
2018,"Statistical Area 2","102600","Puketotara","4","Asian","42","  2.5"
2018,"Statistical Area 2","102600","Puketotara","5","Middle Eastern/Latin American/African","18","  1.1"
2018,"Statistical Area 2","102600","Puketotara","6","Other ethnicity","24","  1.4"
2018,"Statistical Area 2","102600","Puketotara","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","102600","Puketotara","Total","Total","1677",".."
2018,"Statistical Area 2","102600","Puketotara","Total stated","Total stated","1677","100.0"
2018,"Statistical Area 2","102700","Waima Forest","1","European","351"," 32.1"
2018,"Statistical Area 2","102700","Waima Forest","2","Maori","903"," 82.5"
2018,"Statistical Area 2","102700","Waima Forest","3","Pacific peoples","96","  8.8"
2018,"Statistical Area 2","102700","Waima Forest","4","Asian","30","  2.7"
2018,"Statistical Area 2","102700","Waima Forest","5","Middle Eastern/Latin American/African","3","  0.3"
2018,"Statistical Area 2","102700","Waima Forest","6","Other ethnicity","0","  0.0"
2018,"Statistical Area 2","102700","Waima Forest","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","102700","Waima Forest","Total","Total","1095",".."
2018,"Statistical Area 2","102700","Waima Forest","Total stated","Total stated","1095","100.0"
2018,"Statistical Area 2","102800","Riverview","1","European","1923"," 91.2"
2018,"Statistical Area 2","102800","Riverview","2","Maori","306"," 14.5"
2018,"Statistical Area 2","102800","Riverview","3","Pacific peoples","45","  2.1"
2018,"Statistical Area 2","102800","Riverview","4","Asian","66","  3.1"
2018,"Statistical Area 2","102800","Riverview","5","Middle Eastern/Latin American/African","21","  1.0"
2018,"Statistical Area 2","102800","Riverview","6","Other ethnicity","15","  0.7"
2018,"Statistical Area 2","102800","Riverview","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","102800","Riverview","Total","Total","2109",".."
2018,"Statistical Area 2","102800","Riverview","Total stated","Total stated","2109","100.0"
2018,"Statistical Area 2","102900","Waipoua Forest","1","European","714"," 58.8"
2018,"Statistical Area 2","102900","Waipoua Forest","2","Maori","696"," 57.3"
2018,"Statistical Area 2","102900","Waipoua Forest","3","Pacific peoples","45","  3.7"
2018,"Statistical Area 2","102900","Waipoua Forest","4","Asian","24","  2.0"
2018,"Statistical Area 2","102900","Waipoua Forest","5","Middle Eastern/Latin American/African","3","  0.2"
2018,"Statistical Area 2","102900","Waipoua Forest","6","Other ethnicity","6","  0.5"
2018,"Statistical Area 2","102900","Waipoua Forest","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","102900","Waipoua Forest","Total","Total","1215",".."
2018,"Statistical Area 2","102900","Waipoua Forest","Total stated","Total stated","1215","100.0"
2018,"Statistical Area 2","103000","Kerikeri Central","1","European","1953"," 78.1"
2018,"Statistical Area 2","103000","Kerikeri Central","2","Maori","582"," 23.3"
2018,"Statistical Area 2","103000","Kerikeri Central","3","Pacific peoples","129","  5.2"
2018,"Statistical Area 2","103000","Kerikeri Central","4","Asian","180","  7.2"
2018,"Statistical Area 2","103000","Kerikeri Central","5","Middle Eastern/Latin American/African","30","  1.2"
2018,"Statistical Area 2","103000","Kerikeri Central","6","Other ethnicity","12","  0.5"
2018,"Statistical Area 2","103000","Kerikeri Central","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","103000","Kerikeri Central","Total","Total","2502",".."
2018,"Statistical Area 2","103000","Kerikeri Central","Total stated","Total stated","2502","100.0"
2018,"Statistical Area 2","103100","Kerikeri South","1","European","2316"," 90.7"
2018,"Statistical Area 2","103100","Kerikeri South","2","Maori","360"," 14.1"
2018,"Statistical Area 2","103100","Kerikeri South","3","Pacific peoples","57","  2.2"
2018,"Statistical Area 2","103100","Kerikeri South","4","Asian","105","  4.1"
2018,"Statistical Area 2","103100","Kerikeri South","5","Middle Eastern/Latin American/African","21","  0.8"
2018,"Statistical Area 2","103100","Kerikeri South","6","Other ethnicity","24","  0.9"
2018,"Statistical Area 2","103100","Kerikeri South","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","103100","Kerikeri South","Total","Total","2553",".."
2018,"Statistical Area 2","103100","Kerikeri South","Total stated","Total stated","2553","100.0"
2018,"Statistical Area 2","103200","Ohaeawai-Waimate North","1","European","819"," 71.8"
2018,"Statistical Area 2","103200","Ohaeawai-Waimate North","2","Maori","480"," 42.1"
2018,"Statistical Area 2","103200","Ohaeawai-Waimate North","3","Pacific peoples","33","  2.9"
2018,"Statistical Area 2","103200","Ohaeawai-Waimate North","4","Asian","15","  1.3"
2018,"Statistical Area 2","103200","Ohaeawai-Waimate North","5","Middle Eastern/Latin American/African","3","  0.3"
2018,"Statistical Area 2","103200","Ohaeawai-Waimate North","6","Other ethnicity","15","  1.3"
2018,"Statistical Area 2","103200","Ohaeawai-Waimate North","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","103200","Ohaeawai-Waimate North","Total","Total","1140",".."
2018,"Statistical Area 2","103200","Ohaeawai-Waimate North","Total stated","Total stated","1140","100.0"
2018,"Statistical Area 2","103300","Puketona-Waitangi","1","European","1143"," 85.6"
2018,"Statistical Area 2","103300","Puketona-Waitangi","2","Maori","333"," 24.9"
2018,"Statistical Area 2","103300","Puketona-Waitangi","3","Pacific peoples","12","  0.9"
2018,"Statistical Area 2","103300","Puketona-Waitangi","4","Asian","33","  2.5"
2018,"Statistical Area 2","103300","Puketona-Waitangi","5","Middle Eastern/Latin American/African","6","  0.4"
2018,"Statistical Area 2","103300","Puketona-Waitangi","6","Other ethnicity","15","  1.1"
2018,"Statistical Area 2","103300","Puketona-Waitangi","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","103300","Puketona-Waitangi","Total","Total","1335",".."
2018,"Statistical Area 2","103300","Puketona-Waitangi","Total stated","Total stated","1335","100.0"
2018,"Statistical Area 2","103400","Ngapuhi","1","European","771"," 42.9"
2018,"Statistical Area 2","103400","Ngapuhi","2","Maori","1275"," 71.0"
2018,"Statistical Area 2","103400","Ngapuhi","3","Pacific peoples","129","  7.2"
2018,"Statistical Area 2","103400","Ngapuhi","4","Asian","48","  2.7"
2018,"Statistical Area 2","103400","Ngapuhi","5","Middle Eastern/Latin American/African","6","  0.3"
2018,"Statistical Area 2","103400","Ngapuhi","6","Other ethnicity","24","  1.3"
2018,"Statistical Area 2","103400","Ngapuhi","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","103400","Ngapuhi","Total","Total","1797",".."
2018,"Statistical Area 2","103400","Ngapuhi","Total stated","Total stated","1797","100.0"
2018,"Statistical Area 2","103500","Kaikohe","1","European","1503"," 33.9"
2018,"Statistical Area 2","103500","Kaikohe","2","Maori","3477"," 78.4"
2018,"Statistical Area 2","103500","Kaikohe","3","Pacific peoples","372","  8.4"
2018,"Statistical Area 2","103500","Kaikohe","4","Asian","177","  4.0"
2018,"Statistical Area 2","103500","Kaikohe","5","Middle Eastern/Latin American/African","9","  0.2"
2018,"Statistical Area 2","103500","Kaikohe","6","Other ethnicity","33","  0.7"
2018,"Statistical Area 2","103500","Kaikohe","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","103500","Kaikohe","Total","Total","4437",".."
2018,"Statistical Area 2","103500","Kaikohe","Total stated","Total stated","4437","100.0"
2018,"Statistical Area 2","103600","Pakaraka","1","European","534"," 80.2"
2018,"Statistical Area 2","103600","Pakaraka","2","Maori","228"," 34.2"
2018,"Statistical Area 2","103600","Pakaraka","3","Pacific peoples","6","  0.9"
2018,"Statistical Area 2","103600","Pakaraka","4","Asian","0","  0.0"
2018,"Statistical Area 2","103600","Pakaraka","5","Middle Eastern/Latin American/African","0","  0.0"
2018,"Statistical Area 2","103600","Pakaraka","6","Other ethnicity","9","  1.4"
2018,"Statistical Area 2","103600","Pakaraka","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","103600","Pakaraka","Total","Total","666",".."
2018,"Statistical Area 2","103600","Pakaraka","Total stated","Total stated","666","100.0"
2018,"Statistical Area 2","103700","Haruru","1","European","852"," 79.1"
2018,"Statistical Area 2","103700","Haruru","2","Maori","279"," 25.9"
2018,"Statistical Area 2","103700","Haruru","3","Pacific peoples","48","  4.5"
2018,"Statistical Area 2","103700","Haruru","4","Asian","42","  3.9"
2018,"Statistical Area 2","103700","Haruru","5","Middle Eastern/Latin American/African","21","  1.9"
2018,"Statistical Area 2","103700","Haruru","6","Other ethnicity","6","  0.6"
2018,"Statistical Area 2","103700","Haruru","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","103700","Haruru","Total","Total","1077",".."
2018,"Statistical Area 2","103700","Haruru","Total stated","Total stated","1077","100.0"
2018,"Statistical Area 2","103800","Russell","1","European","660"," 86.6"
2018,"Statistical Area 2","103800","Russell","2","Maori","153"," 20.1"
2018,"Statistical Area 2","103800","Russell","3","Pacific peoples","9","  1.2"
2018,"Statistical Area 2","103800","Russell","4","Asian","15","  2.0"
2018,"Statistical Area 2","103800","Russell","5","Middle Eastern/Latin American/African","3","  0.4"
2018,"Statistical Area 2","103800","Russell","6","Other ethnicity","9","  1.2"
2018,"Statistical Area 2","103800","Russell","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","103800","Russell","Total","Total","762",".."
2018,"Statistical Area 2","103800","Russell","Total stated","Total stated","762","100.0"
2018,"Statistical Area 2","103900","Paihia","1","European","1044"," 69.0"
2018,"Statistical Area 2","103900","Paihia","2","Maori","534"," 35.3"
2018,"Statistical Area 2","103900","Paihia","3","Pacific peoples","54","  3.6"
2018,"Statistical Area 2","103900","Paihia","4","Asian","99","  6.5"
2018,"Statistical Area 2","103900","Paihia","5","Middle Eastern/Latin American/African","18","  1.2"
2018,"Statistical Area 2","103900","Paihia","6","Other ethnicity","12","  0.8"
2018,"Statistical Area 2","103900","Paihia","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","103900","Paihia","Total","Total","1512",".."
2018,"Statistical Area 2","103900","Paihia","Total stated","Total stated","1512","100.0"
2018,"Statistical Area 2","104000","Mataraua Forest","1","European","228"," 45.0"
2018,"Statistical Area 2","104000","Mataraua Forest","2","Maori","357"," 70.4"
2018,"Statistical Area 2","104000","Mataraua Forest","3","Pacific peoples","27","  5.3"
2018,"Statistical Area 2","104000","Mataraua Forest","4","Asian","12","  2.4"
2018,"Statistical Area 2","104000","Mataraua Forest","5","Middle Eastern/Latin American/African","0","  0.0"
2018,"Statistical Area 2","104000","Mataraua Forest","6","Other ethnicity","6","  1.2"
2018,"Statistical Area 2","104000","Mataraua Forest","9","Not elsewhere included","0",".."
2018,"Statistical Area 2","104000","Mataraua Forest","Total","Total","507",".."
2018,"Statistical Area 2","104000","Mataraua Forest","Total stated","Total stated","507","100.0"
2018,"Statistical Area 2","104100","Matawaia-Taumarere","1","European","666"," 48.5"
2018,"Statistical Area 2","104100","Matawaia-Taumarere","2","Maori","894"," 65.1"
2018,"Statistical Area 2","104100","Matawaia-Taumarere","3","Pacific peoples","63","  4.6"
2018,"Statistical Area 2","104100","Matawaia-Taumarere","4","Asian","18","  1.3"
