Statistical area 2 code (2018 areas),Statistical area 2 description,Territorial authority code (2018 areas) ,Territorial authority description,Local board code (2018 areas),Local board description,Ward code (2018 areas),Ward description,District health board code (2015 areas),District health board description,Regional council code (2018 areas) ,Regional council description
119300,Inlet Waitemata Harbour,076,Auckland,07605,Devonport-Takapuna Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
119300,Inlet Waitemata Harbour,076,Auckland,07610,Waitemata Local Board Area,07605,Waitemata and Gulf Ward,03,Auckland,02,Auckland Region
119300,Inlet Waitemata Harbour,076,Auckland,07614,Orakei Local Board Area,07608,Orakei Ward,99,Area Outside District Health Board,02,Auckland Region
119300,Inlet Waitemata Harbour,076,Auckland,07614,Orakei Local Board Area,07608,Orakei Ward,03,Auckland,02,Auckland Region
113200,Waipatukahu,076,Auckland,07601,Rodney Local Board Area,07601,Rodney Ward,02,Waitemata,02,Auckland Region
115300,Muriwai Valley-Bethells Beach,076,Auckland,07601,Rodney Local Board Area,07601,Rodney Ward,02,Waitemata,02,Auckland Region
115300,Muriwai Valley-Bethells Beach,076,Auckland,07607,Waitakere Ranges Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
114200,Waimauku,076,Auckland,07601,Rodney Local Board Area,07601,Rodney Ward,02,Waitemata,02,Auckland Region
114700,Kumeu Rural West,076,Auckland,07601,Rodney Local Board Area,07601,Rodney Ward,02,Waitemata,02,Auckland Region
116400,Taupaki,076,Auckland,07601,Rodney Local Board Area,07601,Rodney Ward,02,Waitemata,02,Auckland Region
115000,Kumeu-Huapai,076,Auckland,07601,Rodney Local Board Area,07601,Rodney Ward,02,Waitemata,02,Auckland Region
116100,Kumeu Rural East,076,Auckland,07601,Rodney Local Board Area,07601,Rodney Ward,02,Waitemata,02,Auckland Region
115900,Riverhead,076,Auckland,07601,Rodney Local Board Area,07601,Rodney Ward,02,Waitemata,02,Auckland Region
117000,Whenuapai,076,Auckland,07603,Upper Harbour Local Board Area,07602,Albany Ward,02,Waitemata,02,Auckland Region
117000,Whenuapai,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
116300,Paremoremo West,076,Auckland,07601,Rodney Local Board Area,07601,Rodney Ward,02,Waitemata,02,Auckland Region
119200,Hobsonville,076,Auckland,07603,Upper Harbour Local Board Area,07602,Albany Ward,02,Waitemata,02,Auckland Region
120300,West Harbour Clearwater Cove,076,Auckland,07603,Upper Harbour Local Board Area,07602,Albany Ward,02,Waitemata,02,Auckland Region
120200,Hobsonville Point,076,Auckland,07603,Upper Harbour Local Board Area,07602,Albany Ward,02,Waitemata,02,Auckland Region
120300,West Harbour Clearwater Cove,076,Auckland,07603,Upper Harbour Local Board Area,07602,Albany Ward,99,Area Outside District Health Board,02,Auckland Region
118900,Greenhithe West,076,Auckland,07603,Upper Harbour Local Board Area,07602,Albany Ward,02,Waitemata,02,Auckland Region
117400,Albany West,076,Auckland,07603,Upper Harbour Local Board Area,07602,Albany Ward,02,Waitemata,02,Auckland Region
118400,Schnapper Rock,076,Auckland,07603,Upper Harbour Local Board Area,07602,Albany Ward,02,Waitemata,02,Auckland Region
119100,Greenhithe East,076,Auckland,07603,Upper Harbour Local Board Area,07602,Albany Ward,02,Waitemata,02,Auckland Region
119400,Greenhithe South,076,Auckland,07603,Upper Harbour Local Board Area,07602,Albany Ward,02,Waitemata,02,Auckland Region
121800,Beach Haven West,076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
118100,Albany South,076,Auckland,07603,Upper Harbour Local Board Area,07602,Albany Ward,02,Waitemata,02,Auckland Region
118600,North Harbour,076,Auckland,07603,Upper Harbour Local Board Area,07602,Albany Ward,02,Waitemata,02,Auckland Region
122400,Beach Haven East,076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
122800,Birkdale North,076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
123900,Beach Haven South,076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
119900,Unsworth Heights West,076,Auckland,07603,Upper Harbour Local Board Area,07602,Albany Ward,02,Waitemata,02,Auckland Region
121000,Bayview East,076,Auckland,07603,Upper Harbour Local Board Area,07602,Albany Ward,02,Waitemata,02,Auckland Region
121000,Bayview East,076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
121400,Bayview West,076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
122100,Bayview South,076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
123300,Glenfield South West,076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
124400,Birkdale South,076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
125200,Birkenhead West,076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
118500,Pinehill ,076,Auckland,07603,Upper Harbour Local Board Area,07602,Albany Ward,02,Waitemata,02,Auckland Region
120400,Unsworth Heights East,076,Auckland,07603,Upper Harbour Local Board Area,07602,Albany Ward,02,Waitemata,02,Auckland Region
123100,Glenfield West,076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
126500,Birkenhead North,076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
119700,Windsor Park,076,Auckland,07603,Upper Harbour Local Board Area,07602,Albany Ward,02,Waitemata,02,Auckland Region
121200,Sunnynook South,076,Auckland,07605,Devonport-Takapuna Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
121500,Totara Vale North,076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
121900,Totara Vale South,076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
122700,Glenfield North,076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
124600,Glenfield East,076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
124000,Glenfield Central,076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
125600,Hillcrest North (Auckland),076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
126200,Hillcrest East (Auckland),076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
125800,Hillcrest West (Auckland),076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
119500,Murrays Bay West,076,Auckland,07602,Hibiscus and Bays Local Board Area,07602,Albany Ward,02,Waitemata,02,Auckland Region
120500,Mairangi Bay North,076,Auckland,07602,Hibiscus and Bays Local Board Area,07602,Albany Ward,02,Waitemata,02,Auckland Region
120800,Mairangi Bay South,076,Auckland,07602,Hibiscus and Bays Local Board Area,07602,Albany Ward,02,Waitemata,02,Auckland Region
121300,Sunnynook North,076,Auckland,07605,Devonport-Takapuna Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
123400,Forrest Hill West,076,Auckland,07605,Devonport-Takapuna Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
123500,Wairau Valley ,076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
127100,Northcote Central (Auckland),076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
127300,Northcote South (Auckland),076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
120000,Murrays Bay East,076,Auckland,07602,Hibiscus and Bays Local Board Area,07602,Albany Ward,02,Waitemata,02,Auckland Region
122600,Forrest Hill North,076,Auckland,07605,Devonport-Takapuna Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
123600,Forrest Hill East,076,Auckland,07605,Devonport-Takapuna Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
125500,Westlake,076,Auckland,07605,Devonport-Takapuna Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
126600,Takapuna West,076,Auckland,07605,Devonport-Takapuna Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
127200,Akoranga,076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
128100,Northcote Tuff Crater,076,Auckland,07604,Kaipatiki Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
122200,Campbells Bay,076,Auckland,07602,Hibiscus and Bays Local Board Area,07602,Albany Ward,02,Waitemata,02,Auckland Region
123700,Castor Bay,076,Auckland,07605,Devonport-Takapuna Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
125400,Milford West,076,Auckland,07605,Devonport-Takapuna Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
125900,Milford Central,076,Auckland,07605,Devonport-Takapuna Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
126800,Takapuna Central,076,Auckland,07605,Devonport-Takapuna Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
128600,Takapuna South,076,Auckland,07605,Devonport-Takapuna Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
128800,Hauraki,076,Auckland,07605,Devonport-Takapuna Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
129300,Belmont (Auckland),076,Auckland,07605,Devonport-Takapuna Local Board Area,07603,North Shore Ward,02,Waitemata,02,Auckland Region
144600,Oneroa West,076,Auckland,07609,Waiheke Local Board Area,07605,Waitemata and Gulf Ward,03,Auckland,02,Auckland Region
146900,Oneroa East-Palm Beach,076,Auckland,07609,Waiheke Local Board Area,07605,Waitemata and Gulf Ward,03,Auckland,02,Auckland Region
147600,Surfdale,076,Auckland,07609,Waiheke Local Board Area,07605,Waitemata and Gulf Ward,03,Auckland,02,Auckland Region
148700,Ostend,076,Auckland,07609,Waiheke Local Board Area,07605,Waitemata and Gulf Ward,03,Auckland,02,Auckland Region
151700,Waiheke East,076,Auckland,07609,Waiheke Local Board Area,07605,Waitemata and Gulf Ward,03,Auckland,02,Auckland Region
151100,Onetangi,076,Auckland,07609,Waiheke Local Board Area,07605,Waitemata and Gulf Ward,03,Auckland,02,Auckland Region
147300,Bays Waiheke Island,076,Auckland,07609,Waiheke Local Board Area,07605,Waitemata and Gulf Ward,99,Area Outside District Health Board,02,Auckland Region
114500,Muriwai,076,Auckland,07601,Rodney Local Board Area,07601,Rodney Ward,02,Waitemata,02,Auckland Region
117100,Waitakere Ranges North,076,Auckland,07607,Waitakere Ranges Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
118000,Waitakere,076,Auckland,07607,Waitakere Ranges Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
121100,Swanson Rural,076,Auckland,07607,Waitakere Ranges Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
124700,Henderson Valley,076,Auckland,07607,Waitakere Ranges Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
122000,Swanson,076,Auckland,07607,Waitakere Ranges Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
127600,Waiatarua,076,Auckland,07607,Waitakere Ranges Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
120100,Birdwood West,076,Auckland,07607,Waitakere Ranges Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
120100,Birdwood West,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
122000,Swanson,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
123000,Ranui North,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
123800,Ranui Domain,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
124200,Ranui South West,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
118800,Westgate Central,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
119600,Westgate South,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
120900,Massey Royal Road West,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
120600,Massey Central,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
121700,Massey West,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
122900,Massey South,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
125000,Ranui South East,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
126100,Summerland North,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
126000,Summerland South,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
126900,Western Heights (Auckland),076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
119800,West Harbour West,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
121600,Royal Heights North,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
122500,Massey East,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
124300,Henderson Larnoch,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
125700,Henderson Lincoln South,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
126700,Henderson North,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
127800,Henderson Valley Park,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
128300,McLaren Park,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
128300,McLaren Park,076,Auckland,07607,Waitakere Ranges Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
120700,West Harbour Luckens Point,076,Auckland,07603,Upper Harbour Local Board Area,07602,Albany Ward,02,Waitemata,02,Auckland Region
122300,Royal Heights South,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
124900,Henderson Lincoln West,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
127500,Henderson Central,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
129000,Sunnyvale West-Parrs Park,076,Auckland,07607,Waitakere Ranges Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
123200,Te Atatu Peninsula North West,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
124800,Te Atatu Peninsula West,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
125100,Henderson Lincoln East,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
127000,Te Atatu South-Central,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
126400,Te Atatu South-Edmonton,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
127700,Te Atatu South-McLeod North,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
127900,Henderson North East,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
128400,Henderson East,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
129100,Sunnyvale East,076,Auckland,07606,Henderson-Massey Local Board Area,07604,Waitakere Ward,02,Waitemata,02,Auckland Region
